id,Reviews,ID,AspectTerms,Opinions,Polarities,Categories,Review
71,给老妈买的，保湿滋润，挺好的,71.0,_,滋润,正面,使用体验,给 老 妈 买 的 ， 保 湿 滋 润 ， 挺 好 的
71,给老妈买的，保湿滋润，挺好的,71.0,_,挺好的,正面,整体,给 老 妈 买 的 ， 保 湿 滋 润 ， 挺 好 的
72,包装很一般,72.0,包装,很一般,中性,包装,包 装 很 一 般
73,用了过敏，脸上长红色的疙瘩,73.0,_,过敏,负面,使用体验,用 了 过 敏 ， 脸 上 长 红 色 的 疙 瘩
74,东西收到了，感觉不怎么滴！！！,74.0,_,不怎么滴,负面,整体,东 西 收 到 了 ， 感 觉 不 怎 么 滴 ！ ！ ！
75,宝贝真心不错，活动非常划算，关键用着有好，温和不刺激,75.0,_,真心不错,正面,整体,宝 贝 真 心 不 错 ， 活 动 非 常 划 算 ， 关 键 用 着 有 好 ， 温 和 不 刺 激
75,宝贝真心不错，活动非常划算，关键用着有好，温和不刺激,75.0,活动,非常划算,正面,价格,宝 贝 真 心 不 错 ， 活 动 非 常 划 算 ， 关 键 用 着 有 好 ， 温 和 不 刺 激
75,宝贝真心不错，活动非常划算，关键用着有好，温和不刺激,75.0,_,温和,正面,使用体验,宝 贝 真 心 不 错 ， 活 动 非 常 划 算 ， 关 键 用 着 有 好 ， 温 和 不 刺 激
75,宝贝真心不错，活动非常划算，关键用着有好，温和不刺激,75.0,_,不刺激,正面,使用体验,宝 贝 真 心 不 错 ， 活 动 非 常 划 算 ， 关 键 用 着 有 好 ， 温 和 不 刺 激
76,最近一直用***觉得很好用,76.0,_,很好用,正面,整体,最 近 一 直 用 * * * 觉 得 很 好 用
77,好评  真的好好用无刺激用完还会购买,77.0,_,好评,正面,整体,好 评 真 的 好 好 用 无 刺 激 用 完 还 会 购 买
77,好评  真的好好用无刺激用完还会购买,77.0,_,真的好好用,正面,整体,好 评 真 的 好 好 用 无 刺 激 用 完 还 会 购 买
77,好评  真的好好用无刺激用完还会购买,77.0,_,无刺激,正面,使用体验,好 评 真 的 好 好 用 无 刺 激 用 完 还 会 购 买
78,看直播买的，价格便宜，性价比高，还没使用，不过包装不错，应该还可以，支持,78.0,价格,便宜,正面,价格,看 直 播 买 的 ， 价 格 便 宜 ， 性 价 比 高 ， 还 没 使 用 ， 不 过 包 装 不 错 ， 应 该 还 可 以 ， 支 持
78,看直播买的，价格便宜，性价比高，还没使用，不过包装不错，应该还可以，支持,78.0,性价比,高,正面,价格,看 直 播 买 的 ， 价 格 便 宜 ， 性 价 比 高 ， 还 没 使 用 ， 不 过 包 装 不 错 ， 应 该 还 可 以 ， 支 持
78,看直播买的，价格便宜，性价比高，还没使用，不过包装不错，应该还可以，支持,78.0,包装,不错,正面,包装,看 直 播 买 的 ， 价 格 便 宜 ， 性 价 比 高 ， 还 没 使 用 ， 不 过 包 装 不 错 ， 应 该 还 可 以 ， 支 持
78,看直播买的，价格便宜，性价比高，还没使用，不过包装不错，应该还可以，支持,78.0,_,还可以,正面,整体,看 直 播 买 的 ， 价 格 便 宜 ， 性 价 比 高 ， 还 没 使 用 ， 不 过 包 装 不 错 ， 应 该 还 可 以 ， 支 持
79,包装很好，快递也快,79.0,包装,很好,正面,包装,包 装 很 好 ， 快 递 也 快
79,包装很好，快递也快,79.0,快递,快,正面,物流,包 装 很 好 ， 快 递 也 快
80,第一次买这款面膜，看评论还不错，希望补水效果不会让我失望，会继续光顾的,80.0,_,还不错,正面,整体,第 一 次 买 这 款 面 膜 ， 看 评 论 还 不 错 ， 希 望 补 水 效 果 不 会 让 我 失 望 ， 会 继 续 光 顾 的
80,第一次买这款面膜，看评论还不错，希望补水效果不会让我失望，会继续光顾的,80.0,补水效果,望,正面,功效,第 一 次 买 这 款 面 膜 ， 看 评 论 还 不 错 ， 希 望 补 水 效 果 不 会 让 我 失 望 ， 会 继 续 光 顾 的
81,一直用这个系列的产品，真的很好用的。,81.0,_,很好用的,正面,整体,一 直 用 这 个 系 列 的 产 品 ， 真 的 很 好 用 的 。
82,东西不错，值得购买！物流也很快！**值得信赖！,82.0,_,不错,正面,整体,东 西 不 错 ， 值 得 购 买 ！ 物 流 也 很 快 ！ * * 值 得 信 赖 ！
82,东西不错，值得购买！物流也很快！**值得信赖！,82.0,物流,很快,正面,物流,东 西 不 错 ， 值 得 购 买 ！ 物 流 也 很 快 ！ * * 值 得 信 赖 ！
83,第一次用这个牌子的护肤品，还行,83.0,_,还行,正面,整体,第 一 次 用 这 个 牌 子 的 护 肤 品 ， 还 行
84,女朋友用的感觉还不错，以后会回购的。,84.0,_,还不错,正面,整体,女 朋 友 用 的 感 觉 还 不 错 ， 以 后 会 回 购 的 。
85,朋友推荐的，第一次购买，设计很喜欢希望好用,85.0,设计,很喜欢,正面,其他,朋 友 推 荐 的 ， 第 一 次 购 买 ， 设 计 很 喜 欢 希 望 好 用
86,我的护肤品都是在**买的，这个***真的很好用，修复得很好，每次用了都是光光滑的，超喜欢的,86.0,_,很好用,正面,整体,我 的 护 肤 品 都 是 在 * * 买 的 ， 这 个 * * * 真 的 很 好 用 ， 修 复 得 很 好 ， 每 次 用 了 都 是 光 光 滑 的 ， 超 喜 欢 的
86,我的护肤品都是在**买的，这个***真的很好用，修复得很好，每次用了都是光光滑的，超喜欢的,86.0,修复,很好,正面,功效,我 的 护 肤 品 都 是 在 * * 买 的 ， 这 个 * * * 真 的 很 好 用 ， 修 复 得 很 好 ， 每 次 用 了 都 是 光 光 滑 的 ， 超 喜 欢 的
86,我的护肤品都是在**买的，这个***真的很好用，修复得很好，每次用了都是光光滑的，超喜欢的,86.0,_,光光滑的,正面,使用体验,我 的 护 肤 品 都 是 在 * * 买 的 ， 这 个 * * * 真 的 很 好 用 ， 修 复 得 很 好 ， 每 次 用 了 都 是 光 光 滑 的 ， 超 喜 欢 的
86,我的护肤品都是在**买的，这个***真的很好用，修复得很好，每次用了都是光光滑的，超喜欢的,86.0,_,超喜欢的,正面,整体,我 的 护 肤 品 都 是 在 * * 买 的 ， 这 个 * * * 真 的 很 好 用 ， 修 复 得 很 好 ， 每 次 用 了 都 是 光 光 滑 的 ， 超 喜 欢 的
87,速度很快呀，用后水润润，好评,87.0,速度,很快,正面,物流,速 度 很 快 呀 ， 用 后 水 润 润 ， 好 评
87,速度很快呀，用后水润润，好评,87.0,_,水润润,正面,使用体验,速 度 很 快 呀 ， 用 后 水 润 润 ， 好 评
87,速度很快呀，用后水润润，好评,87.0,_,好评,正面,整体,速 度 很 快 呀 ， 用 后 水 润 润 ， 好 评
88,洗面奶很温和，洗完很清爽，不紧绷，买一送一很划算,88.0,_,很温和,正面,使用体验,洗 面 奶 很 温 和 ， 洗 完 很 清 爽 ， 不 紧 绷 ， 买 一 送 一 很 划 算
88,洗面奶很温和，洗完很清爽，不紧绷，买一送一很划算,88.0,_,很清爽,正面,使用体验,洗 面 奶 很 温 和 ， 洗 完 很 清 爽 ， 不 紧 绷 ， 买 一 送 一 很 划 算
88,洗面奶很温和，洗完很清爽，不紧绷，买一送一很划算,88.0,_,不紧绷,正面,使用体验,洗 面 奶 很 温 和 ， 洗 完 很 清 爽 ， 不 紧 绷 ， 买 一 送 一 很 划 算
88,洗面奶很温和，洗完很清爽，不紧绷，买一送一很划算,88.0,_,很划算,正面,价格,洗 面 奶 很 温 和 ， 洗 完 很 清 爽 ， 不 紧 绷 ， 买 一 送 一 很 划 算
89,我个人认为非常好用,89.0,_,非常好用,正面,整体,我 个 人 认 为 非 常 好 用
90,货拿到了，看着不错，用了再来追评,90.0,_,不错,正面,整体,货 拿 到 了 ， 看 着 不 错 ， 用 了 再 来 追 评
91,挺好的，用着不错的！,91.0,_,挺好的,正面,整体,挺 好 的 ， 用 着 不 错 的 ！
91,挺好的，用着不错的！,91.0,_,不错的,正面,整体,挺 好 的 ， 用 着 不 错 的 ！
92,不是很喜欢这个味道,92.0,味道,不是很喜欢,负面,气味,不 是 很 喜 欢 这 个 味 道
93,很好用，味道特别好闻，也很细腻，适合干性皮肤的女生哦,93.0,_,很好用,正面,整体,很 好 用 ， 味 道 特 别 好 闻 ， 也 很 细 腻 ， 适 合 干 性 皮 肤 的 女 生 哦
93,很好用，味道特别好闻，也很细腻，适合干性皮肤的女生哦,93.0,味道,特别好闻,正面,气味,很 好 用 ， 味 道 特 别 好 闻 ， 也 很 细 腻 ， 适 合 干 性 皮 肤 的 女 生 哦
93,很好用，味道特别好闻，也很细腻，适合干性皮肤的女生哦,93.0,_,很细腻,正面,使用体验,很 好 用 ， 味 道 特 别 好 闻 ， 也 很 细 腻 ， 适 合 干 性 皮 肤 的 女 生 哦
94,一直信籁的品牌，价格优惠，满意！,94.0,价格,优惠,正面,价格,一 直 信 籁 的 品 牌 ， 价 格 优 惠 ， 满 意 ！
94,一直信籁的品牌，价格优惠，满意！,94.0,_,满意,正面,整体,一 直 信 籁 的 品 牌 ， 价 格 优 惠 ， 满 意 ！
95,上次帮同事买过一次，他觉得挺好的。,95.0,_,挺好的,正面,整体,上 次 帮 同 事 买 过 一 次 ， 他 觉 得 挺 好 的 。
96,昨天用了这个面膜，用完特别滑，精华液也挺多，好评,96.0,_,特别滑,正面,使用体验,昨 天 用 了 这 个 面 膜 ， 用 完 特 别 滑 ， 精 华 液 也 挺 多 ， 好 评
96,昨天用了这个面膜，用完特别滑，精华液也挺多，好评,96.0,精华液,挺多,正面,成分,昨 天 用 了 这 个 面 膜 ， 用 完 特 别 滑 ， 精 华 液 也 挺 多 ， 好 评
96,昨天用了这个面膜，用完特别滑，精华液也挺多，好评,96.0,_,好评,正面,整体,昨 天 用 了 这 个 面 膜 ， 用 完 特 别 滑 ， 精 华 液 也 挺 多 ， 好 评
97,宝贝包装精美，价格实惠，,97.0,包装,精美,正面,包装,宝 贝 包 装 精 美 ， 价 格 实 惠 ，
97,宝贝包装精美，价格实惠，,97.0,价格,实惠,正面,价格,宝 贝 包 装 精 美 ， 价 格 实 惠 ，
98,一直用的***隔离很不错，非常喜欢紫色的隔离，还送了小赠品呢，快递也给力的很,98.0,_,很不错,正面,整体,一 直 用 的 * * * 隔 离 很 不 错 ， 非 常 喜 欢 紫 色 的 隔 离 ， 还 送 了 小 赠 品 呢 ， 快 递 也 给 力 的 很
98,一直用的***隔离很不错，非常喜欢紫色的隔离，还送了小赠品呢，快递也给力的很,98.0,_,非常喜欢,正面,整体,一 直 用 的 * * * 隔 离 很 不 错 ， 非 常 喜 欢 紫 色 的 隔 离 ， 还 送 了 小 赠 品 呢 ， 快 递 也 给 力 的 很
98,一直用的***隔离很不错，非常喜欢紫色的隔离，还送了小赠品呢，快递也给力的很,98.0,小赠品,_,正面,价格,一 直 用 的 * * * 隔 离 很 不 错 ， 非 常 喜 欢 紫 色 的 隔 离 ， 还 送 了 小 赠 品 呢 ， 快 递 也 给 力 的 很
98,一直用的***隔离很不错，非常喜欢紫色的隔离，还送了小赠品呢，快递也给力的很,98.0,快递,给力的,正面,物流,一 直 用 的 * * * 隔 离 很 不 错 ， 非 常 喜 欢 紫 色 的 隔 离 ， 还 送 了 小 赠 品 呢 ， 快 递 也 给 力 的 很
99,一直使用，补水效果较好，还会继续购买！,99.0,补水效果,较好,正面,功效,一 直 使 用 ， 补 水 效 果 较 好 ， 还 会 继 续 购 买 ！
100,补水效果特别好，敷完脸特别水润强烈推荐一下?????,100.0,补水效果,特别好,正面,功效,补 水 效 果 特 别 好 ， 敷 完 脸 特 别 水 润 强 烈 推 荐 一 下 ? ? ? ? ?
100,补水效果特别好，敷完脸特别水润强烈推荐一下?????,100.0,_,特别水润,正面,使用体验,补 水 效 果 特 别 好 ， 敷 完 脸 特 别 水 润 强 烈 推 荐 一 下 ? ? ? ? ?
101,第一次用这个牌子的卸妆水，性价比高，还可以的,101.0,性价比,高,正面,价格,第 一 次 用 这 个 牌 子 的 卸 妆 水 ， 性 价 比 高 ， 还 可 以 的
101,第一次用这个牌子的卸妆水，性价比高，还可以的,101.0,_,还可以的,正面,整体,第 一 次 用 这 个 牌 子 的 卸 妆 水 ， 性 价 比 高 ， 还 可 以 的
102,味道淡淡的，紫色是适合黄皮的还是，不油腻！用过三瓶了，新的旧的包装都用过,102.0,味道,淡淡的,正面,气味,味 道 淡 淡 的 ， 紫 色 是 适 合 黄 皮 的 还 是 ， 不 油 腻 ！ 用 过 三 瓶 了 ， 新 的 旧 的 包 装 都 用 过
102,味道淡淡的，紫色是适合黄皮的还是，不油腻！用过三瓶了，新的旧的包装都用过,102.0,_,不油腻,正面,使用体验,味 道 淡 淡 的 ， 紫 色 是 适 合 黄 皮 的 还 是 ， 不 油 腻 ！ 用 过 三 瓶 了 ， 新 的 旧 的 包 装 都 用 过
103,很喜欢，用后皮肤水水的，用完还会再买。,103.0,_,很喜欢,正面,整体,很 喜 欢 ， 用 后 皮 肤 水 水 的 ， 用 完 还 会 再 买 。
103,很喜欢，用后皮肤水水的，用完还会再买。,103.0,_,水水的,正面,使用体验,很 喜 欢 ， 用 后 皮 肤 水 水 的 ， 用 完 还 会 再 买 。
104,质量可以，便宜实惠，买了两包.,104.0,_,可以,正面,整体,质 量 可 以 ， 便 宜 实 惠 ， 买 了 两 包 .
104,质量可以，便宜实惠，买了两包.,104.0,_,便宜,正面,价格,质 量 可 以 ， 便 宜 实 惠 ， 买 了 两 包 .
104,质量可以，便宜实惠，买了两包.,104.0,_,实惠,正面,价格,质 量 可 以 ， 便 宜 实 惠 ， 买 了 两 包 .
105,面膜还可以，就是外面那层膜太硬了。,105.0,_,还可以,正面,整体,面 膜 还 可 以 ， 就 是 外 面 那 层 膜 太 硬 了 。
105,面膜还可以，就是外面那层膜太硬了。,105.0,_,太硬,负面,使用体验,面 膜 还 可 以 ， 就 是 外 面 那 层 膜 太 硬 了 。
106,以前在店里买的好用，这次趁活动买的囤了很多，超级好用，值得购买,106.0,_,好用,正面,整体,以 前 在 店 里 买 的 好 用 ， 这 次 趁 活 动 买 的 囤 了 很 多 ， 超 级 好 用 ， 值 得 购 买
106,以前在店里买的好用，这次趁活动买的囤了很多，超级好用，值得购买,106.0,活动,_,正面,价格,以 前 在 店 里 买 的 好 用 ， 这 次 趁 活 动 买 的 囤 了 很 多 ， 超 级 好 用 ， 值 得 购 买
106,以前在店里买的好用，这次趁活动买的囤了很多，超级好用，值得购买,106.0,_,超级好用,正面,整体,以 前 在 店 里 买 的 好 用 ， 这 次 趁 活 动 买 的 囤 了 很 多 ， 超 级 好 用 ， 值 得 购 买
107,第二次购买了，很不错的隔离霜,107.0,_,很不错,正面,整体,第 二 次 购 买 了 ， 很 不 错 的 隔 离 霜
108,面膜不错 今天晚上又贴,108.0,_,不错,正面,整体,面 膜 不 错 今 天 晚 上 又 贴
109,以前买过，很好用，这次又买了，信赖**！送货快,109.0,_,很好用,正面,整体,以 前 买 过 ， 很 好 用 ， 这 次 又 买 了 ， 信 赖 * * ！ 送 货 快
109,以前买过，很好用，这次又买了，信赖**！送货快,109.0,送货,快,正面,物流,以 前 买 过 ， 很 好 用 ， 这 次 又 买 了 ， 信 赖 * * ！ 送 货 快
110,有个爽身粉的味道  还行吧,110.0,味道,还行,正面,气味,有 个 爽 身 粉 的 味 道 还 行 吧
111,**上买了日常补水，用用还不错，性价比很高,111.0,_,还不错,正面,整体,* * 上 买 了 日 常 补 水 ， 用 用 还 不 错 ， 性 价 比 很 高
111,**上买了日常补水，用用还不错，性价比很高,111.0,性价比,很高,正面,价格,* * 上 买 了 日 常 补 水 ， 用 用 还 不 错 ， 性 价 比 很 高
112,是正品，香味浓郁，遮瑕效果非常好,112.0,_,是正品,正面,真伪,是 正 品 ， 香 味 浓 郁 ， 遮 瑕 效 果 非 常 好
112,是正品，香味浓郁，遮瑕效果非常好,112.0,香味,浓郁,正面,气味,是 正 品 ， 香 味 浓 郁 ， 遮 瑕 效 果 非 常 好
112,是正品，香味浓郁，遮瑕效果非常好,112.0,遮瑕效果,非常好,正面,功效,是 正 品 ， 香 味 浓 郁 ， 遮 瑕 效 果 非 常 好
113,保湿效果不错，挺好用的！,113.0,保湿效果,不错,正面,功效,保 湿 效 果 不 错 ， 挺 好 用 的 ！
113,保湿效果不错，挺好用的！,113.0,_,挺好用的,正面,整体,保 湿 效 果 不 错 ， 挺 好 用 的 ！
114,一直用这个隔离，非常好用。,114.0,_,非常好用,正面,整体,一 直 用 这 个 隔 离 ， 非 常 好 用 。
115,很好用，我用绿色妈妈用紫色，愉快的购物体验,115.0,_,很好用,正面,整体,很 好 用 ， 我 用 绿 色 妈 妈 用 紫 色 ， 愉 快 的 购 物 体 验
116,一直用他家的产品，值得信赖,_,_,_,_,_,_
117,宝贝收到了，无流很快，还没用，用后再追评，看着挺好的，一直都是用的***的牌子,117.0,无流,很快,正面,物流,宝 贝 收 到 了 ， 无 流 很 快 ， 还 没 用 ， 用 后 再 追 评 ， 看 着 挺 好 的 ， 一 直 都 是 用 的 * * * 的 牌 子
117,宝贝收到了，无流很快，还没用，用后再追评，看着挺好的，一直都是用的***的牌子,117.0,_,挺好的,正面,整体,宝 贝 收 到 了 ， 无 流 很 快 ， 还 没 用 ， 用 后 再 追 评 ， 看 着 挺 好 的 ， 一 直 都 是 用 的 * * * 的 牌 子
