id,Reviews,is_fake,change_type,original_review
228,还没有上脸用，相当大得一支，买之前看评论有送小样！收到之后什么赠品也没有，有点失望，总体来说还可以！！,True,+替换opinion+替换其他,还没有上脸用，很小得一支，买之前看评论有送小样！收到之后什么赠品也没有，有点失望，总体来说还可以！！
229,物流也快速，实惠！物流也快速，实惠！物流也快速，实惠！物流也快速，实惠！,True,+替换opinion+替换其他,物流也快，实惠！物流也快，实惠！物流也快，实惠！物流也快，实惠！
230,暂时还没开始用，等我用了再追加吧，看着包装还是挺不错的。,True,+替换aspect+替换其他,暂时还没开始用，等我用了再追加吧，看着包装还是挺不错的。
231,趁活动囤的，冬天的面膜用的超费，不多长时间，面膜见底了,False,,趁活动囤的，冬天的面膜用的超费，不多长时间，面膜见底了
232,瞩目，不知道会不会过敏，敏感肌应该可以用,True,+替换opinion,好评，不知道会不会过敏，敏感肌应该可以用
233,还可以吧！觉得挺补水的，,False,,还可以吧！觉得挺补水的，
234,自己已经付了三片感觉跟实体店的比起来一样。价格比实体店的要便宜很多。,False,+替换其他,自己已经付了三片感觉跟实体店的比起来一样。价格比实体店的要便宜很多。
235,几百块钱的产品里给我放个近期在里面，还说都是保质期三四年呢客服态度敷衍了事,False,,几百块钱的产品里给我放个近期在里面，还说都是保质期三四年呢客服态度敷衍了事
236,宝贝收到了，之前买的还没用完，囤着，满意还会回购,True,+替换其他+删除,宝贝收到了，之前买的还没用完，囤着，满意，还会回购
237,我是混合型皮肤，买的清爽型，不油腻,False,+替换其他,我是混合型皮肤，买的清爽型，不油腻
238,这款面膜好用不贵，之前买护品送了几片，用过感觉挺补水的。,True,+删除,这款面膜好用不贵，之前买护肤品送了几片，用过感觉挺补水的。
239,第二次购买了，很温和。给朋友们推荐了，大家都说好用。就是没有礼盒包装，不开心,False,,第二次购买了，很温和。给朋友们推荐了，大家都说好用。就是没有礼盒包装，不开心
240,非常好的商品，我很满意，值得购买好评，可以买。,False,,非常好的商品，我很满意，值得购买好评，可以买。
241,这是第三次买了保湿效果不错，这次还送了盒子，谢谢老板,False,,这是第三次买了保湿效果不错，这次还送了盒子，谢谢老板
242,挺好，买很多次了,False,,挺好，买很多次了
243,不错不错，还送了两个独立包装,False,,不错不错，还送了两个独立包装
244,售价很优惠，质量特别好！,True,+替换aspect,价格很优惠，质量特别好！
245,好用，经年累月，喜欢,True,+替换opinion,好用，滋润，喜欢
246,用过之再追评，之后有用一个送的体验装，感觉那个很好用,True,+删除,用过之后再追评，之后有用一个送的体验装，感觉那个很好用
247,用过一次这款隔离感觉我用的比别家比较适合我很喜欢这次继续回购,False,,用过一次这款隔离感觉我用的比别家比较适合我很喜欢这次继续回购
248,帮朋友买的价格合算，送货速度马上。,True,+替换opinion,帮朋友买的价格合算，送货速度很快。
249,东西挺好的，媳妇很喜欢,False,,东西挺好的，媳妇很喜欢
250,收到了，优异哟,True,+替换opinion,收到了，不错哟
251,之前就用的***洗面奶，用着很好，不刺激皮肤，买一赠一也很实惠，满意,False,+替换其他,之前就用的***洗面奶，用着很好，不刺激皮肤，买一赠一也很实惠，满意
252,我是***专业户，品牌值得信赖，**值得信赖，产品物流都给力。,False,,我是***专业户，品牌值得信赖，**值得信赖，产品物流都给力。
253,湿气不是很足，，，,True,+替换aspect+替换其他,水分不是很足，，，
254,还可以，给老买的，用了不错,True,+删除,还可以，给老家买的，用了不错
255,洗面奶很好闻,False,,洗面奶很好闻
256,质量不错哦，连续购买了好几套呢，服务态度不错,True,+替换opinion,质量不错哦，连续购买了好几套呢，服务态度很好
257,好用，温和的，洗完脸不紧绷，最喜欢。,True,+替换opinion+替换其他,好用，温和的，洗完脸不紧绷，喜欢。
258,好几百的东西包装好差像地滩货，产品还没使用,False,+替换其他,好几百的东西包装好差像地滩货，产品还没使用
259,用了两次，感觉挺好了，洗完脸上感觉很光滑，补水效果很不错，,False,,用了两次，感觉挺好了，洗完脸上感觉很光滑，补水效果很不错，
260,其中有一片成品坏了，水漏的其他面都是,True,+替换aspect+替换其他+删除,其中有一片包装坏了，水漏的其他上面都是
261,挺好用，很滋润。也很自然。用了一段时间才来评的,False,,挺好用，很滋润。也很自然。用了一段时间才来评的
262,不好用，有点都不显白,False,,不好用，有点都不显白
263,速度一如既往的快。气垫使用方便，必备,False,,速度一如既往的快。气垫使用方便，必备
264,很好用，家里人都用***，已经习惯，感觉还不错，挺适合自己的。,False,,很好用，家里人都用***，已经习惯，感觉还不错，挺适合自己的。
265,是真东西，一直都在用,False,,是真东西，一直都在用
266,用过多次，一直在这家买，气味淡淡的，很滋润,False,+替换其他,用过多次，一直在这家买，气味淡淡的，很滋润
267,粉扑设计的非常棒，盒子颜值极高。用了再来追评。,True,+替换opinion,粉扑设计的非常棒，盒子颜值很高。用了再来追评。
268,宝贝收到了，物流速度，谢谢亲，快递真的快,False,+替换其他,宝贝收到了，物流速度，谢谢亲，快递真的快
269,香香的，很润，挺好,False,,香香的，很润，挺好
270,不是很好用，卸得不是很干净，虽然很大一瓶，可是卸不干净，浪费了，卸口红要很多次才可以,True,+替换其他+删除,不是很好用，卸得不是很干净，虽然很大一瓶，可是卸不干净，浪费了，卸口红要卸很多次才可以
271,第二次购买，好用用过肤色好好，**快！服务好！,False,+替换其他,第二次购买，好用用过肤色好好，**快！服务好！
272,和我在店里买的一样，价格还便宜，以后***就在你家买了，希望店家保持正品哦,False,,和我在店里买的一样，价格还便宜，以后***就在你家买了，希望店家保持正品哦
273,还可以，就是没写敷面膜之后还洗脸不。,False,+替换其他,还可以，就是没写敷面膜之后还洗脸不。
274,买给妈妈用，妈妈一直用这个，说很好,False,,买给妈妈用，妈妈一直用这个，说很好
275,提好的东西，值得买。,False,,提好的东西，值得买。
276,挺好，泡沫丰富，洗的很干净,False,+替换其他,挺好，泡沫丰富，洗的很干净
277,还没用过，美白的那款洁面挺好的,False,,还没用过，美白的那款洁面挺好的
278,还不错，下次还可以考虑，推荐各位可以考虑。,False,+替换其他,还不错，下次还可以考虑，推荐各位可以考虑。
279,很多泡泡，好用,False,,很多泡泡，好用
280,我一直用这个很好,True,+替换opinion+替换其他,我一直用这个很好
281,因为***了解到***品牌，真的很不错，面膜很好用，乳液也很适合我，会回购的,False,,因为***了解到***品牌，真的很不错，面膜很好用，乳液也很适合我，会回购的
282,一直用的呢，非常好用，遮瑕效果很好，一次性买了两个隔离，一个bb，大爱,False,+替换其他,一直用的呢，非常好用，遮瑕效果很好，一次性买了两个隔离，一个bb，大爱
283,和以前买的套里的一样，很好用！,True,+删除,和以前买的套装里的一样，很好用！
284,很好用，温和不刺激，清洁力也不错，青睐,True,+替换opinion,很好用，温和不刺激，清洁力也不错，好评
285,卸妆水收到了，很好用，卸妆效果很好，用后脸不紧绷！一直用***，相信**！,False,+替换其他,卸妆水收到了，很好用，卸妆效果很好，用后脸不紧绷！一直用***，相信**！
286,挺好闻的，不假白亮肤滋润，第一次买到那么好的隔离霜。,False,,挺好闻的，不假白亮肤滋润，第一次买到那么好的隔离霜。
287,很好用很喜欢。效果挺好的，很贴皮肤用完还会买的,False,,很好用很喜欢。效果挺好的，很贴皮肤用完还会买的
288,价格便宜活动给力，夏天防晒配卸妆，很差。,True,+替换opinion,价格便宜活动给力，夏天防晒配卸妆，不错。
289,好用，不浮粉，下次还会购买，不错,True,+替换其他+删除,好用，不浮粉，下次还会购买，不错，
290,大块，挺补水的，就是买贵了，有买一赠一的活动,True,+替换opinion,很薄，挺补水的，就是买贵了，有买一赠一的活动
291,自然，服帖,False,,自然，服帖
292,收到货，还没用，应该不错的，甜味很好闻，哈,True,+替换aspect,收到货，还没用，应该不错的，味道很好闻，哈
293,这个蛮好用的，轻薄也不油腻，看起来也蛮自然的。不过要选对水乳哦,False,+替换其他,这个蛮好用的，轻薄也不油腻，看起来也蛮自然的。不过要选对水乳哦
294,不错哦，特别便宜，一直在用此宝贝，值得推荐，敷完很湿润，小姐姐们赶紧抢购吧,False,,不错哦，特别便宜，一直在用此宝贝，值得推荐，敷完很湿润，小姐姐们赶紧抢购吧
